Date,Open,High,Low,Close,Adj Close,Volume
2017-06-19,155.509995,155.860001,154.53999299999998,154.83999599999999,151.70478799999998,4629500
2017-06-20,154.479996,155.389999,154.25,154.949997,151.81256100000002,4481700
2017-06-21,155.78999299999998,155.78999299999998,153.389999,153.78999299999998,150.676041,3959700
2017-06-22,154.550003,154.990005,153.690002,154.399994,151.273697,2376500
2017-06-23,154.33999599999999,154.679993,153.800003,154.110001,150.989578,3282200
2017-06-26,154.71000700000002,155.75,154.630005,155.229996,152.086884,2153500
2017-06-27,155.0,155.33999599999999,154.5,154.75,151.616608,2386500
2017-06-28,155.149994,155.550003,154.779999,155.320007,152.175079,2221000
2017-06-29,155.350006,155.740005,153.619995,154.130005,151.009171,3262200
2017-06-30,154.279999,154.5,153.139999,153.830002,150.715256,3571500
2017-07-03,153.580002,156.029999,153.520004,155.580002,152.42981,2822500
2017-07-05,155.770004,155.889999,153.630005,153.669998,150.558472,3564400
2017-07-06,153.360001,153.830002,152.229996,152.360001,149.275009,2757500
2017-07-07,152.619995,153.490005,152.139999,152.940002,149.843262,2460100
2017-07-10,152.91000400000001,153.889999,152.630005,153.419998,150.313553,3206200
2017-07-11,153.259995,153.649994,152.050003,153.190002,150.08819599999998,3447500
2017-07-12,153.479996,154.240005,153.050003,153.699997,150.587875,3097900
2017-07-13,153.699997,154.190002,153.190002,153.630005,150.519302,2476100
2017-07-14,154.009995,154.619995,153.399994,154.240005,151.116943,3256400
2017-07-17,153.58999599999999,153.880005,152.240005,153.009995,149.911835,4762600
2017-07-18,152.360001,154.28999299999998,152.0,154.0,150.88179,7566800
2017-07-19,150.020004,150.25,146.71000700000002,147.529999,144.542801,14293600
2017-07-20,147.529999,148.830002,147.029999,147.66000400000001,144.670166,7212200
2017-07-21,147.58999599999999,147.869995,146.509995,147.080002,144.101929,6509500
2017-07-24,147.0,147.03999299999998,145.800003,145.990005,143.033981,3877600
2017-07-25,146.570007,147.490005,146.029999,146.190002,143.229935,4208900
2017-07-26,146.270004,146.46000700000002,144.470001,145.360001,142.416733,3932400
2017-07-27,145.0,145.399994,143.639999,145.070007,142.132629,6430800
2017-07-28,144.809998,145.03999299999998,143.83999599999999,144.28999299999998,141.368393,3054800
2017-07-31,144.380005,144.929993,144.169998,144.669998,141.74070700000001,4355700
2017-08-01,145.0,145.669998,144.720001,145.300003,142.357956,3219500
2017-08-02,145.119995,145.28999299999998,144.220001,144.449997,141.525177,3540900
2017-08-03,144.429993,145.33999599999999,144.429993,144.940002,142.005249,3035400
2017-08-04,145.0,145.389999,144.399994,145.16000400000001,142.22079499999998,2549400
2017-08-07,145.0,145.08999599999999,142.75,143.470001,140.565002,4618300
2017-08-08,142.0,142.759995,142.0,142.110001,140.703629,3298700
2017-08-09,141.75,142.029999,141.190002,141.770004,140.366989,2925800
2017-08-10,141.639999,142.419998,141.229996,141.83999599999999,140.436295,4525400
2017-08-11,142.449997,142.58999599999999,141.520004,141.83999599999999,140.436295,3004000
2017-08-14,142.0,142.759995,141.940002,142.320007,140.911545,2222300
2017-08-15,142.550003,143.33999599999999,140.580002,142.070007,140.66403200000002,4681500
2017-08-16,141.78999299999998,142.91000400000001,141.610001,142.5,141.089767,3287800
2017-08-17,142.520004,142.889999,140.699997,140.699997,139.307571,4422100
2017-08-18,140.869995,141.149994,139.580002,139.699997,138.317474,4152700
2017-08-21,139.58999599999999,140.419998,139.130005,140.330002,138.941238,3190700
2017-08-22,140.639999,141.149994,140.380005,141.009995,139.61450200000002,2544400
2017-08-23,140.699997,143.050003,140.679993,142.139999,140.733322,4048300
2017-08-24,142.5,143.679993,142.25,142.940002,141.525406,3592200
2017-08-25,143.300003,144.190002,143.25,143.740005,142.31749,2872900
2017-08-28,144.110001,144.559998,142.389999,142.509995,141.099655,5134500
2017-08-29,142.100006,143.429993,141.899994,143.139999,141.723434,3009500
2017-08-30,143.259995,143.279999,142.41000400000001,142.559998,141.14917,2736000
2017-08-31,143.020004,143.66000400000001,142.630005,143.029999,141.614517,3656400
2017-09-01,142.979996,144.5,142.979996,144.080002,142.654129,3351700
2017-09-05,143.5,144.360001,142.699997,143.03999299999998,141.62442,3097500
2017-09-06,143.880005,144.470001,143.5,143.820007,142.39671299999998,3273300
2017-09-07,144.100006,144.639999,142.41000400000001,142.899994,141.485794,4188200
2017-09-08,143.149994,143.149994,141.639999,142.449997,141.040253,3366200
2017-09-11,143.53999299999998,145.130005,143.009995,144.860001,143.426407,4613400
2017-09-12,145.110001,146.369995,144.509995,145.759995,144.31749,5238100
2017-09-13,145.350006,146.28999299999998,145.33999599999999,145.990005,144.545227,4101000
2017-09-14,145.860001,146.380005,145.509995,145.53999299999998,144.09967,3756900
2017-09-15,144.820007,145.169998,144.080002,144.820007,143.38681,7397200
2017-09-18,144.809998,145.479996,144.270004,144.550003,143.119476,3019500
2017-09-19,144.78999299999998,144.979996,144.220001,144.389999,142.96106,3464400
2017-09-20,144.929993,145.880005,144.419998,145.880005,144.436325,5447500
2017-09-21,145.649994,145.889999,145.100006,145.259995,143.822449,2555600
2017-09-22,145.58999599999999,145.58999599999999,144.58999599999999,145.130005,143.693741,2792300
2017-09-25,145.119995,146.029999,144.91000400000001,145.869995,144.426407,5213100
2017-09-26,146.360001,147.419998,145.940002,146.559998,145.109589,4488600
2017-09-27,146.679993,146.899994,145.029999,145.66000400000001,144.218491,3502700
2017-09-28,145.66000400000001,145.860001,144.21000700000002,145.66000400000001,144.218491,2774800
2017-09-29,145.449997,145.690002,144.919998,145.080002,143.644226,2654700
2017-10-02,145.350006,146.869995,145.21000700000002,146.66000400000001,145.208603,2973200
2017-10-03,146.690002,147.199997,146.33999599999999,146.779999,145.32740800000002,2302700
2017-10-04,147.0,147.020004,146.110001,146.479996,145.030365,2244400
2017-10-05,146.679993,147.53999299999998,146.479996,146.720001,145.26800500000002,2686500
2017-10-06,146.639999,146.850006,146.320007,146.479996,145.030365,2623200
2017-10-09,146.5,147.78999299999998,146.350006,147.389999,145.931366,2682600
2017-10-10,147.71000700000002,148.949997,147.649994,148.5,147.03038,4032600
2017-10-11,148.399994,148.470001,147.279999,147.619995,146.159088,3702200
2017-10-12,147.559998,147.889999,146.770004,147.029999,145.574936,3264300
2017-10-13,147.479996,147.850006,146.940002,147.100006,145.644241,2506600
2017-10-16,147.220001,147.669998,146.509995,146.830002,145.37690700000002,3052100
2017-10-17,146.630005,147.119995,146.179993,146.53999299999998,145.089783,6372400
2017-10-18,157.119995,161.229996,156.949997,159.529999,157.951233,30490200
2017-10-19,159.800003,160.96000700000002,159.08999599999999,160.899994,159.307663,9914200
2017-10-20,161.070007,162.479996,159.770004,162.070007,160.466095,7868800
2017-10-23,162.050003,162.509995,159.53999299999998,159.550003,157.971039,5779400
2017-10-24,159.649994,159.699997,155.169998,155.880005,154.337357,8194700
2017-10-25,156.009995,156.369995,153.059998,153.5,151.980896,6921100
2017-10-26,154.309998,155.119995,153.53999299999998,153.600006,152.079926,4300500
2017-10-27,154.53999299999998,154.630005,152.91000400000001,153.679993,152.159119,4895200
2017-10-30,153.759995,154.58999599999999,152.71000700000002,154.360001,152.832397,4210400
2017-10-31,154.330002,154.929993,152.929993,154.059998,152.535355,4328300
2017-11-01,154.100006,154.899994,153.830002,154.029999,152.505661,3240200
2017-11-02,154.179993,154.490005,152.91000400000001,153.350006,151.832397,3397600
2017-11-03,153.419998,153.470001,151.490005,151.580002,150.07991,4431800
2017-11-06,151.770004,151.820007,150.279999,150.83999599999999,149.347229,4498400
2017-11-07,151.369995,151.509995,150.5,151.350006,149.85218799999998,3701100
2017-11-08,151.600006,151.78999299999998,150.279999,151.570007,150.070007,4634400
2017-11-09,149.929993,151.800003,149.860001,150.300003,150.300003,4776500
2017-11-10,150.649994,150.889999,149.139999,149.16000400000001,149.16000400000001,4307300
2017-11-13,148.880005,149.0,147.919998,148.399994,148.399994,5107500
2017-11-14,147.949997,148.970001,147.490005,148.889999,148.889999,3758000
2017-11-15,148.0,148.71000700000002,146.21000700000002,147.100006,147.100006,4773300
2017-11-16,147.729996,149.649994,147.5,149.119995,149.119995,5446500
2017-11-17,149.33999599999999,150.149994,148.830002,148.970001,148.970001,4916500
2017-11-20,150.639999,151.949997,149.899994,150.509995,150.509995,5676500
2017-11-21,151.300003,152.449997,151.199997,151.949997,151.949997,3756200
2017-11-22,152.0,152.389999,151.330002,151.770004,151.770004,3213600
2017-11-24,151.949997,152.199997,151.330002,151.83999599999999,151.83999599999999,1193000
2017-11-27,152.059998,152.490005,151.619995,151.979996,151.979996,3374000
2017-11-28,152.350006,152.929993,151.699997,152.470001,152.470001,3973700
2017-11-29,152.809998,153.610001,152.169998,153.550003,153.550003,5098700
2017-11-30,153.649994,154.41000400000001,153.080002,153.970001,153.970001,6500800
2017-12-01,154.399994,155.020004,152.91000400000001,154.759995,154.759995,5567900
2017-12-04,155.96000700000002,156.800003,155.070007,156.46000700000002,156.46000700000002,4664300
2017-12-05,156.449997,156.740005,154.679993,155.350006,155.350006,5068000
2017-12-06,154.100006,156.220001,154.08999599999999,154.100006,154.100006,3410700
2017-12-07,153.58999599999999,154.449997,153.259995,153.570007,153.570007,3771100
2017-12-08,154.979996,155.029999,153.550003,154.809998,154.809998,3520300
2017-12-11,155.46000700000002,155.889999,154.570007,155.41000400000001,155.41000400000001,4102700
2017-12-12,157.300003,157.850006,155.16000400000001,156.740005,156.740005,6321800
2017-12-13,156.600006,156.729996,153.889999,153.91000400000001,153.91000400000001,5661600
2017-12-14,154.600006,155.110001,153.699997,154.0,154.0,4637400
2017-12-15,153.610001,153.800003,152.029999,152.5,152.5,11279900
2017-12-18,153.58999599999999,154.179993,153.21000700000002,153.330002,153.330002,5092800
2017-12-19,154.050003,154.169998,153.08999599999999,153.229996,153.229996,4116400
2017-12-20,153.649994,153.889999,152.779999,152.949997,152.949997,3785700
2017-12-21,153.169998,153.46000700000002,151.490005,151.5,151.5,4153900
2017-12-22,151.820007,153.0,151.5,152.5,152.5,2990600
2017-12-26,152.509995,153.860001,152.5,152.830002,152.830002,2479000
2017-12-27,152.949997,153.179993,152.610001,153.130005,153.130005,2149300
2017-12-28,153.199997,154.119995,153.199997,154.03999299999998,154.03999299999998,2687600
2017-12-29,154.169998,154.720001,153.419998,153.419998,153.419998,3327100
